seconds_since_2019_07_04_utc,magnitude,event_id
197545.970,3.77,ci38459207
197589.890,3.4,ci38459215
197603.110,3.11,ci37231492
197614.190,2.77,ci37231508
197677.280,2.54,ci37231556
197781.180,3.25,ci38459239
197798.350,2.56,ci37231748
197846.550,2.56,ci37231796
197853.020,2.77,ci37231804
197867.530,3.24,ci38459247
197891.100,2.85,ci38459255
197909.350,2.5,ci37231820
197999.430,3.46,ci38459279
198020.440,2.92,ci38459287
198032.770,2.87,ci37231940
198059.980,2.96,ci38459295
198067.140,2.52,ci37232124
198111.970,2.71,ci38459303
198149.110,2.64,ci37232172
198169.040,2.52,ci37232220
198194.700,3.46,ci38459311
198262.230,3.01,ci38459319
198282.040,3.88,ci38459327
198321.030,3.56,ci38459335
198397.290,2.72,ci38459343
198443.700,2.55,ci37232420
198457.060,2.7,ci38459351
198565.690,2.85,ci37232516
198580.490,2.87,ci38459375
198587.590,2.62,ci38459367
198596.770,3.22,ci38459383
198660.580,2.53,ci38459391
198692.180,2.83,ci38459399
198738.590,2.62,ci37233012
198747.990,2.71,ci38459407
198816.110,3.09,ci38459415
198926.440,3.34,ci38459439
198955.170,2.55,ci37233180
198963.150,3.75,ci37233156
199017.530,2.52,ci38459447
199038.210,2.53,ci37233196
199242.350,2.67,ci38459479
199402.770,2.68,ci38459503
199423.830,2.66,ci38459511
199455.730,2.72,ci37233948
199458.930,2.86,ci38459519
199471.110,3,ci37233956
199487.440,2.78,ci38459527
199523.300,2.83,ci38459535
199586.420,2.78,ci38459543
199690.380,2.91,ci38459551
199728.310,3.02,ci38459567
199739.940,2.86,ci37234644
199804.540,2.67,ci38459583
199851.220,2.8,ci38459591
199874.490,3.62,ci38459599
199920.630,2.53,ci37234708
199934.610,2.56,ci37234684
200045.630,2.61,ci37235356
200063.820,2.88,ci38459639
200095.450,3.09,ci38459647
200099.650,3.21,ci37235380
200124.740,2.84,ci38459655
200151.410,2.5,ci37235396
200169.620,2.7,ci38459663
200175.590,3.1,ci37235404
200183.540,3.44,ci38459671
200220.030,2.73,ci38459679
200222.680,2.77,ci37235412
200309.390,2.56,ci37235460
200393.590,2.59,ci37235556
200430.580,2.8,ci37235564
200540.160,2.74,ci38459759
200607.980,2.69,ci38459767
200741.420,2.56,ci38459799
200776.830,2.96,ci38459807
200790.340,3.33,ci37235820
200940.000,3.05,ci38459831
200952.290,2.79,ci37235876
201001.980,3.21,ci38459839
201015.380,3.43,ci37235916
201090.970,2.7,ci38459847
201131.720,3.24,ci38459855
201144.520,3.73,ci38459863
201169.630,2.9,ci37235972
201206.120,2.66,ci38459871
201281.270,2.52,ci37236068
201286.580,3.87,ci38459887
201363.660,3.55,ci38459895
201542.080,2.58,ci38459919
201545.800,2.62,ci37236180
201587.730,2.76,ci38459927
201624.820,2.57,ci37236284
201660.680,3.24,ci38459943
201841.630,2.65,ci38459967
201882.530,2.62,ci38459975
201886.390,2.54,ci37236436
201923.170,2.61,ci38459983
201953.310,2.65,ci37236820
201955.470,2.63,ci38459991
202025.200,2.7,ci38460007
202032.290,2.59,ci37236884
202035.390,2.56,ci37236892
202112.950,2.83,ci37236924
202144.650,2.78,ci37237236
202145.360,2.63,ci38460023
202174.310,2.53,ci37237244
202200.940,2.61,ci38460031
202250.100,3.62,ci38460039
202282.810,2.58,ci37237404
202341.250,2.55,ci37237428
202376.960,2.51,ci38460055
202379.850,2.65,ci37237436
202431.640,2.58,ci37237452
202434.140,2.75,ci37237460
202477.020,2.59,ci38460079
202676.310,2.55,ci38460127
202679.580,2.66,ci37482933
202708.990,2.5,ci38460135
202714.590,2.68,ci37482509
202718.290,2.87,ci37482517
202829.660,2.68,ci38460151
202923.680,2.79,ci38460175
202999.190,2.5,ci38460183
203007.860,2.57,ci37357724
203044.400,2.71,ci38460199
203211.080,3.27,ci38460223
203212.560,3.53,ci37264140
203252.590,2.51,ci38460231
203273.150,2.67,ci38460239
203313.770,3.59,ci38460255
203351.090,2.86,ci38460263
203433.180,2.64,ci38460271
203434.690,2.51,ci37482829
203469.290,3.23,ci38460279
203552.940,2.62,ci38460295
203569.820,2.64,ci38460303
203577.550,4.56,ci38460311
203715.040,2.55,ci37482453
203725.840,2.54,ci38460319
203808.870,3.07,ci38460335
203921.390,2.81,ci38460359
203982.830,3.09,ci38460375
203995.090,3.32,ci37489525
204030.650,2.71,ci38460391
204045.630,2.79,ci38460399
204093.040,3.35,ci38460415
204117.740,2.52,ci37264156
204119.620,3.13,ci37264148
204166.950,2.67,ci38460431
204189.860,2.61,ci38460439
204392.430,3.27,ci38460471
204663.990,2.57,ci37483229
204975.350,2.52,ci38460583
204993.220,2.6,ci37421141
205002.890,2.54,ci38460591
205046.460,2.81,ci38460599
205070.170,2.67,ci38460607
205138.930,2.73,ci38460615
205149.290,3.29,ci38460623
205195.720,3.6,ci38460631
205197.510,3.96,ci38460639
205256.060,2.99,ci38460647
205342.210,3.05,ci38460655
205392.250,2.98,ci38460671
205443.190,2.53,ci38460687
205450.730,2.52,ci38460695
205525.910,3.21,ci38460719
205581.730,3.37,ci38460727
205630.430,2.66,ci38460735
205658.230,2.69,ci37482917
205683.220,3.44,ci38460743
205918.580,2.55,ci38460783
205961.470,2.99,ci38460791
206091.030,2.87,ci38460823
206143.310,2.54,ci37482693
206195.040,2.6,ci38460839
206264.970,2.78,ci38460855
206358.550,2.74,ci38460863
206459.260,3.06,ci38460887
206482.990,3.17,ci38460895
206621.570,3.25,ci38460911
206663.070,3.59,ci38460927
206670.940,2.99,ci37264164
206818.090,2.87,ci38460943
206828.460,3.51,ci38460951
206879.800,2.93,ci38460959
206908.980,4.89,ci38460967
206921.790,4.24,ci37258076
206939.630,3.48,ci37264180
206949.300,3.38,ci37264188
206960.970,4.41,ci38460975
206984.490,3.39,ci37264196
206999.500,3.47,ci37264204
207041.240,4.49,ci38460983
207057.620,3.45,ci37264284
207079.000,3.32,ci37264292
207092.070,3.08,ci37264300
207205.010,3.2,ci38460991
207239.740,3.6,ci38460999
207267.830,3.51,ci38461007
207349.720,2.72,ci38461015
207399.360,3.15,ci38461023
207514.470,2.76,ci37482797
207572.440,2.78,ci37482445
207644.780,2.6,ci38461055
207711.060,2.67,ci38461063
207782.020,2.74,ci38461079
207977.700,2.54,ci38461119
207999.930,3.39,ci38461127
208036.700,2.68,ci38461135
208051.340,2.78,ci37482461
208109.810,3.39,ci38461151
208173.290,3.22,ci38461159
208237.530,2.62,ci38461175
208243.220,3.06,ci38461183
208281.370,2.54,ci38461191
208332.680,2.68,ci38461199
208346.480,2.85,ci37482765
208482.470,2.75,ci38461239
208553.810,2.55,ci38461255
208566.020,2.52,ci38461263
208614.640,2.52,ci38461279
208654.960,3.08,ci38461295
208671.490,3.07,ci37400764
208766.600,3.75,ci38461311
208796.230,3.21,ci37400772
208800.350,3.48,ci37264308
208870.440,2.86,ci38461319
208944.360,3.04,ci38461327
208957.020,3.18,ci38461335
208976.900,2.92,ci37483333
209002.380,2.96,ci38461351
209072.140,2.78,ci38461359
209120.150,3,ci38461383
209132.610,3.41,ci38461391
209249.190,2.63,ci38461407
209252.600,2.84,ci37482549
209282.530,3.26,ci38461423
209306.830,3.04,ci38461431
209358.110,3.52,ci38461447
209420.750,2.67,ci38461455
209460.520,2.75,ci38461463
209701.310,2.84,ci38461495
209958.190,2.9,ci38461527
209998.820,2.7,ci38461535
210175.840,2.88,ci38461583
210307.050,3.3,ci38461599
210323.910,3.12,ci38461607
210479.460,3.16,ci38461631
210523.030,3.08,ci38461639
210700.600,2.54,ci38461663
210703.930,3.51,ci38461655
210763.470,2.73,ci38461671
210872.780,2.54,ci38461687
210896.830,2.6,ci38461695
210900.670,2.51,ci37482645
210914.300,2.64,ci38461711
210918.060,3.36,ci38461703
210970.580,2.84,ci38461719
211029.160,3.09,ci38461727
211047.560,3.82,ci38461735
211111.260,2.98,ci38461743
211143.020,2.56,ci37483109
211224.700,3.45,ci38461775
211286.280,3.07,ci38461783
211292.400,3.09,ci37489469
211410.560,2.96,ci38461807
211506.770,2.9,ci38461815
211700.290,2.58,ci38461871
211704.460,4.04,ci38461879
211715.460,3.24,ci37264316
211788.630,3.28,ci38461887
211846.520,3.47,ci38461903
211900.530,2.6,ci38461911
211928.270,2.52,ci38461919
211951.050,2.62,ci38461927
212279.620,2.61,ci37483293
212364.310,3.19,ci38461991
212406.490,2.8,ci38461999
212550.600,2.75,ci37482845
212554.160,2.54,ci37482869
212760.630,2.84,ci38462047
212768.440,2.8,ci37483269
212803.350,3.84,ci38462063
212890.750,2.9,ci38462071
213024.060,2.91,ci38462087
213039.570,2.92,ci38462095
213079.670,2.56,ci38462103
213102.210,3,ci38462111
213293.300,2.51,ci37483141
213296.470,2.8,ci37483149
213313.110,2.74,ci38462167
213320.710,3.68,ci38462175
213385.380,2.58,ci38462183
213483.660,2.95,ci38462207
213790.030,2.55,ci38462279
213861.460,2.54,ci38462295
213915.480,2.79,ci38462311
214269.930,3.17,ci38462351
214491.830,2.6,ci38462391
214646.220,2.63,ci38462439
214852.650,2.74,ci38462487
215032.740,2.57,ci37405100
215077.860,2.53,ci38462551
215111.440,3.41,ci38462559
215176.160,2.73,ci38462567
215396.820,2.57,ci37489293
215409.760,2.69,ci38462623
215468.210,3.07,ci37264324
215477.790,2.9,ci37264332
215588.090,4.12,ci38462679
215637.430,2.76,ci37405252
215694.030,3.21,ci38462687
215780.060,2.6,ci38462703
215788.590,2.74,ci37483165
215834.050,2.94,ci38462727
215838.100,2.56,ci38462719
216081.050,2.52,ci38462783
216161.840,2.5,ci38462807
216229.650,2.57,ci38462823
216247.930,2.51,ci38462831
216260.630,2.59,ci37483173
216300.770,3.57,ci38462839
216321.290,3.34,ci38462847
216542.880,2.58,ci38462887
216591.370,2.78,ci38462895
216739.510,2.75,ci37483717
216755.820,3.03,ci38462927
216808.140,2.52,ci38462935
217163.430,2.89,ci37403364
217216.210,2.74,ci38462999
217259.050,3.49,ci38463007
217408.970,2.65,ci38463015
217729.340,2.53,ci37358204
217759.810,3.4,ci38463087
218092.650,2.62,ci38463135
218150.290,2.56,ci38463151
218156.550,2.62,ci37421149
218190.300,3.04,ci38463159
218207.160,2.71,ci38463167
218225.450,2.72,ci38463175
218431.170,2.86,ci38463215
218445.760,3.24,ci38463223
218448.320,3.24,ci37264348
218456.230,2.72,ci37264356
218684.280,2.69,ci37358364
218745.540,2.82,ci38463311
218922.880,3.09,ci38463359
218979.110,3.12,ci38463375
218981.590,2.94,ci37491605
219027.800,2.86,ci38463383
219324.800,3.07,ci38463439
219498.140,2.72,ci38463471
219644.170,2.97,ci38463495
219734.800,2.53,ci38463511
220015.260,4.5,ci38463551
220033.840,3.3,ci37264364
220091.860,2.66,ci38463559
220159.930,2.87,ci38463567
220617.730,3.07,ci38463631
220659.590,2.78,ci38463639
220701.880,2.51,ci38463655
220836.290,2.52,ci38463671
221067.280,2.77,ci38463703
221145.400,2.56,ci38463711
221159.760,2.65,ci37482861
221258.660,2.95,ci38463727
221311.290,2.51,ci38463735
221314.870,2.61,ci37483773
221342.310,2.53,ci38463743
221407.140,2.74,ci38463759
221553.390,2.6,ci38463775
221579.500,3.65,ci38463791
221686.310,3.17,ci38463807
221786.800,3.36,ci38463831
221929.570,2.51,ci38463863
221992.770,2.79,ci38463887
221999.260,2.86,ci37483621
222102.730,3.17,ci38463903
222198.740,3.64,ci38463911
222229.660,3.37,ci37264444
222235.520,2.87,ci37264452
222319.050,2.67,ci38463919
222319.050,2.56,ci37483725
222330.280,2.82,ci38463927
222337.930,2.63,ci37483709
222582.550,2.54,ci38463967
222657.740,2.65,ci38463975
222663.870,2.52,ci37485045
222680.100,2.55,ci38463983
222891.690,2.72,ci38464031
222941.930,2.52,ci38464039
222951.090,3.54,ci38464047
223035.840,2.68,ci37483925
223050.840,2.55,ci37483933
223081.050,2.64,ci38464071
223161.040,2.82,ci38464087
223450.710,2.51,ci37407172
223532.470,2.78,ci38464159
223775.210,2.84,ci38464199
223882.440,2.62,ci38464215
223903.730,2.55,ci38464223
224209.040,2.51,ci38464255
224392.520,2.64,ci38464295
224459.650,2.57,ci38464311
224675.140,2.87,ci38464319
224707.020,2.6,ci38464327
224912.070,2.59,ci37409924
225007.580,3.16,ci38464383
225060.440,2.51,ci38464391
225198.240,2.75,ci38464439
225210.510,3.14,ci38464447
225325.690,2.57,ci37421093
225529.380,2.53,ci38464511
225608.920,2.76,ci38464519
225676.580,2.51,ci38464527
225857.250,2.52,ci38464551
226440.640,2.54,ci38464623
226525.760,2.5,ci38464631
226546.540,2.8,ci38464639
226866.790,2.5,ci37492925
227118.640,2.51,ci38464759
227168.840,2.66,ci38464767
227225.970,3.28,ci38464775
227302.000,2.98,ci38464791
227355.230,3.28,ci38464799
227427.680,2.84,ci38464815
227449.810,3.19,ci37483669
227453.580,2.59,ci38464823
227469.940,2.86,ci38464831
227474.200,2.52,ci37484205
227521.450,3.08,ci38464839
227955.430,2.51,ci38464887
227993.410,2.87,ci38464895
228067.810,2.66,ci38464911
228122.190,2.64,ci38464919
228146.670,3.38,ci38464927
228208.500,3.26,ci38464943
228307.560,2.51,ci38464967
228358.270,2.84,ci38464991
228442.490,2.62,ci38465007
228559.940,2.76,ci38465031
228593.370,2.84,ci38465039
228649.900,3.31,ci38465063
228763.690,3.18,ci38465087
228876.500,2.5,ci37493629
229043.400,2.65,ci38465143
229244.790,2.79,ci38465183
229374.660,2.53,ci38465199
229511.020,2.89,ci38465231
229546.040,3.58,ci38465239
229756.960,2.79,ci38465255
230369.290,3.55,ci38465351
230468.210,3.41,ci38465367
230554.150,2.54,ci38465375
230636.670,2.55,ci37409932
230647.030,2.62,ci37409940
230746.960,2.99,ci37409996
230766.330,2.52,ci38465407
230845.570,3.49,ci38465415
230887.290,2.63,ci38465423
230966.640,2.51,ci37410060
231010.260,3.2,ci38465439
231145.170,3.18,ci38465447
231332.990,2.64,ci38465479
231558.710,2.53,ci38465519
232310.710,3.05,ci38465647
232565.820,4.14,ci38465703
232681.320,3.37,ci38465711
232714.730,2.58,ci38465719
232846.160,3.07,ci38465735
232870.810,2.65,ci38465743
232925.120,3.51,ci38465759
232981.530,2.78,ci38465775
233215.650,2.64,ci38465807
233241.410,2.96,ci38465815
233287.010,2.64,ci38465823
233318.330,2.68,ci38465831
233361.970,2.6,ci38465847
233669.060,2.59,ci38465903
234298.210,2.74,ci38465983
234541.450,3.32,ci38466023
234583.740,2.58,ci37494917
234857.330,3.07,ci38466063
234945.020,2.55,ci38466071
234999.890,2.63,ci38466079
235074.040,2.79,ci38466095
235101.440,3.14,ci38466103
235197.550,2.66,ci38466119
235327.260,2.67,ci38466159
235584.580,2.63,ci37483941
235882.170,3,ci38466247
236012.030,2.54,ci38466255
236321.390,2.75,ci38466311
236453.040,2.64,ci37495837
236493.190,3.98,ci38466343
236558.580,2.74,ci38466351
236610.220,2.6,ci38466359
236616.010,2.52,ci37485109
237076.360,2.54,ci38466423
237274.760,2.52,ci38466471
237554.790,3.96,ci38466495
238299.100,2.53,ci37422092
238396.110,3.33,ci38466583
238427.840,2.72,ci37422852
238779.620,3.55,ci38466623
238924.600,2.61,ci38466631
238968.490,2.71,ci38466647
238988.690,3.11,ci38466655
239259.930,2.7,ci38466687
239333.560,2.7,ci38466695
239439.760,3.32,ci38466711
239631.550,2.93,ci38466743
239645.730,2.55,ci37508645
239709.130,2.56,ci38466759
239809.990,3.72,ci38466775
239997.790,2.57,ci37484229
239998.560,2.73,ci38466799
240386.040,3.87,ci38466847
240467.400,3.37,ci38466855
240797.450,2.7,ci38466911
240999.130,3.33,ci38466959
241015.580,2.86,ci37505861
241139.240,3.1,ci38466983
241181.540,3.08,ci38466991
241434.390,2.69,ci37415180
241451.890,2.51,ci37415324
241515.810,2.65,ci38467039
241548.110,2.58,ci38467047
242163.060,2.75,ci38467127
242299.920,2.56,ci38467143
242827.140,2.5,ci38467223
243310.600,2.83,ci38467279
243453.160,3.07,ci38467303
243460.660,2.62,ci37419212
243479.670,2.97,ci38467311
243983.750,3.3,ci38467359
244051.330,2.66,ci38467367
244088.950,2.83,ci38467375
244097.390,2.54,ci37484141
244144.530,3.45,ci38467391
244211.900,2.54,ci38467399
244443.410,2.56,ci38467415
244469.800,3.23,ci38467423
245152.800,2.67,ci37484189
245170.740,2.64,ci38467527
245464.220,2.85,ci37484461
245472.320,2.63,ci37484469
245804.730,2.89,ci37483637
245840.730,2.59,ci37483645
246140.650,2.57,ci38467663
246154.030,3.07,ci38467671
246224.640,2.8,ci38467679
246273.330,2.68,ci38467687
246631.690,2.59,ci38467735
246852.360,2.77,ci38467759
246854.780,2.78,ci37483749
246977.550,2.87,ci38467783
247290.750,3.51,ci38467815
247613.610,2.51,ci38467839
247736.930,2.57,ci38467871
248228.470,2.51,ci38467927
248568.480,2.89,ci38467991
248724.590,3.51,ci38468007
248864.780,3.19,ci38468023
249184.060,2.87,ci37264468
249275.660,2.63,ci38468055
249299.790,3.17,ci38468063
250121.920,3.02,ci38468151
250500.400,2.59,ci38468183
250885.350,3.24,ci38468247
250887.380,2.88,ci37264492
251640.170,2.74,ci38468343
251980.330,2.58,ci37502501
252082.160,2.73,ci38468399
252249.580,3.03,ci38468407
253363.760,2.9,ci38468511
253430.280,2.71,ci38468519
253619.460,2.87,ci38468551
253848.160,2.74,ci38468591
254486.210,2.64,ci38468671
255095.910,3.16,ci38468767
255273.880,2.53,ci38468791
255569.810,2.67,ci38468855
255585.730,2.53,ci37485141
256028.330,2.62,ci38468927
256655.990,2.59,ci38469031
256894.140,3.71,ci38469079
256915.940,2.87,ci37425252
256978.320,2.78,ci38469095
257182.290,3.29,ci38469119
257553.220,2.92,ci38469183
257649.820,3.45,ci38469215
257885.900,2.53,ci38469255
257912.860,3.31,ci38469271
258324.310,2.54,ci38469311
258533.630,2.53,ci38469359
258641.990,4.5,ci38469375
258763.160,2.55,ci38469391
258994.560,3.48,ci38469415
259736.710,2.96,ci38469511
260342.300,2.56,ci38469599
260508.520,2.56,ci38469623
261210.440,2.55,ci38469687
261212.820,2.72,ci37485205
261480.310,2.72,ci38469743
261712.120,3.47,ci38469775
261816.660,2.6,ci38469799
261959.550,2.56,ci38469831
262369.630,2.73,ci38469895
262431.210,3.08,ci38469903
262855.260,2.61,ci37509045
262871.440,2.5,ci37509037
263107.130,3.55,ci38469967
263958.410,2.84,ci38470087
264154.970,2.7,ci38470103
264235.590,3.27,ci38470119
264310.110,2.53,ci37485269
264652.470,3.29,ci38470159
264743.100,2.94,ci38470167
265716.090,2.78,ci38470279
266764.700,3.6,ci38470415
267048.820,3.48,ci38470439
267107.830,2.62,ci38470447
267421.710,3.64,ci38470471
267441.270,2.69,ci38470479
268168.400,2.86,ci38470575
268937.190,2.81,ci38470735
269507.850,2.73,ci38470847
269870.730,2.6,ci38470879
269957.550,3.37,ci38470887
270542.600,2.63,ci37462380
270792.460,3.62,ci38470999
271246.600,2.83,ci38471079
271406.660,3.3,ci38471103
272044.180,2.52,ci38471175
273050.420,2.65,ci38471311
273055.980,3.12,ci37264612
275217.560,3.32,ci38471687
276497.360,2.9,ci38471847
276991.290,3.05,ci38471927
277848.560,2.84,ci38472039
279495.480,4.53,ci38472279
279711.840,2.67,ci38472287
279747.640,2.6,ci37485429
279747.810,2.64,ci38472295
279756.860,2.75,ci37485445
281226.460,3.5,ci38472463
281376.790,2.64,ci38472471
281414.660,2.66,ci38472479
281708.230,2.79,ci38472543
281792.780,2.94,ci38472559
282036.770,2.53,ci38472583
282215.070,2.7,ci37485637
282221.760,2.51,ci38472607
282267.560,2.58,ci38472623
283273.410,2.7,ci38472759
283484.800,2.79,ci38472799
283584.530,2.5,ci38472815
284247.880,3.43,ci38472895
284321.740,2.67,ci37485693
284978.840,3.6,ci38473039
285182.660,3.17,ci38473063
285554.380,3.37,ci38473119
285626.120,3.45,ci38473135
285741.790,2.66,ci38473151
285829.100,2.53,ci38473167
285934.910,2.74,ci38473191
285949.950,2.71,ci37485237
286057.900,2.61,ci38473207
286266.530,3.11,ci38473223
286671.620,2.76,ci38473279
287031.540,2.59,ci38473335
288137.180,2.59,ci38473503
288205.610,3.68,ci38473511
288816.560,2.55,ci38473599
288949.040,2.65,ci38473631
289082.270,2.74,ci38473663
289723.740,2.58,ci38473743
289805.350,2.51,ci38473759
290307.500,3.33,ci38473831
290345.650,2.98,ci38473839
291258.630,3.1,ci38473967
291400.130,3.38,ci38473983
291601.850,2.5,ci38474007
291731.490,2.63,ci38474023
291958.270,2.88,ci37485461
291970.960,2.7,ci38474079
292165.030,3.11,ci38474119
292201.710,3.5,ci38474127
292222.290,2.72,ci38474143
292295.960,2.93,ci38474151
294083.000,3.45,ci38474415
294409.800,2.99,ci38474463
294772.890,2.81,ci38474535
295347.590,3.32,ci38474639
295572.980,3.47,ci38474687
295891.090,2.52,ci38474751
296487.220,3.48,ci38474855
296676.530,2.82,ci38474887
297174.640,3.39,ci38474959
297465.720,3.24,ci38475007
297824.140,2.55,ci38475071
298500.020,2.52,ci38475223
298917.250,2.78,ci38475295
299044.400,2.73,ci38475311
299044.780,2.77,ci37421189
299771.530,2.55,ci38475375
299850.230,2.65,ci38475391
300136.240,4.16,ci38475431
300571.150,2.74,ci38475463
300830.220,3.49,ci38475511
301264.190,3.2,ci38475551
302186.260,2.73,ci38475663
303698.410,2.6,ci38475839
304541.200,2.66,ci38475927
304788.530,3.44,ci38475967
304810.690,2.59,ci38475975
305283.160,2.77,ci38476007
305834.370,2.58,ci38476071
306315.680,2.56,ci38476151
306794.070,2.73,ci38476199
307432.310,3.19,ci38476279
307546.310,2.73,ci38476287
310456.270,2.67,ci38476607
310894.990,3.33,ci38476671
311298.780,3.04,ci38476711
311523.300,2.71,ci38476735
311573.120,2.76,ci37485709
311613.530,2.65,ci38476751
311626.610,2.57,ci37485685
312400.570,3.6,ci38476855
312893.610,2.93,ci38476927
313504.970,2.96,ci38477007
313921.610,2.59,ci38477063
314857.870,2.52,ci38477167
315052.520,2.64,ci38477191
315088.690,2.5,ci38477199
315289.790,2.62,ci38477223
316091.730,3.56,ci38477303
316155.080,3.15,ci38477319
316249.840,2.9,ci38477335
317280.630,3.05,ci38477415
318704.260,2.5,ci38477575
319241.590,3.06,ci37485653
320445.940,2.64,ci38477751
322384.470,2.5,ci38478039
322402.870,2.83,ci38478047
323049.370,2.9,ci38478143
323245.090,2.86,ci38478183
324357.760,3.07,ci38478335
324456.300,2.65,ci38478343
325159.940,3.1,ci38478423
325678.780,2.52,ci38478503
326435.890,2.59,ci38478647
327002.290,3.59,ci38478703
327651.300,3.35,ci38478823
328355.660,2.54,ci38478911
329060.520,2.67,ci38478999
329094.550,2.68,ci38479007
329289.920,2.68,ci38479031
329830.170,3.14,ci38479143
330516.830,3.03,ci38479239
330523.030,2.89,ci37366852
330690.610,2.8,ci38479263
331748.130,2.54,ci38479439
332041.240,2.52,ci38479511
332044.240,2.52,ci37485701
333036.090,2.67,ci38479655
333972.220,2.68,ci38479775
334001.090,3.13,ci38479783
334440.980,2.5,ci38479855
334971.730,3.47,ci38479903
335116.710,2.77,ci38479911
335729.660,3.79,ci38479967
336051.450,2.74,ci38479991
337271.280,2.59,ci38480119
337284.630,2.73,ci38480127
338451.070,2.91,ci38480255
338868.560,2.81,ci38480287
339788.510,2.67,ci38480391
339807.600,2.51,ci37347644
340054.480,2.84,ci38480415
340401.390,3.52,ci38480447
340523.440,2.9,ci38480463
340967.490,2.55,ci38480519
341572.840,3.38,ci38480559
342144.490,3.13,ci38480631
343295.610,2.75,ci38480775
344008.310,2.58,ci38480855
344216.940,3.93,ci38480919
344697.550,3.45,ci38480967
344725.550,3.4,ci38480975
346405.810,3.12,ci38481167
347371.820,2.77,ci38481279
351418.300,3.76,ci38481735
351427.910,3.5,ci37264764
351501.060,2.8,ci38481743
352640.340,2.66,ci38481863
354255.710,2.78,ci38482047
354263.770,2.76,ci37485741
355348.850,2.69,ci38482167
355582.320,2.68,ci38482207
357146.590,3.07,ci38482375
357315.040,2.7,ci38482383
358626.560,2.62,ci37369252
359133.640,2.54,ci38482615
359496.310,2.62,ci38482663
359521.780,2.52,ci38482671
359654.430,2.72,ci38482695
360187.840,3.15,ci38482775
361749.620,2.79,ci38482983
362389.360,2.84,ci38483063
362596.110,2.59,ci38483087
362988.120,2.83,ci38483119
363238.890,2.51,ci38483151
363594.440,2.83,ci38483199
363730.410,3.02,ci38483215
364366.620,2.55,ci38483295
364418.220,2.57,ci38483303
364436.520,2.5,ci37368180
364502.730,3.22,ci38483327
364734.500,2.8,ci38483343
365056.810,3.3,ci38483383
366191.160,2.81,ci38483527
366845.090,3.49,ci38483591
367821.010,2.51,ci38483671
368288.550,3.15,ci38483743
369916.580,3.1,ci38483983
370040.580,2.68,ci38483999
371914.580,3.56,ci38484231
372512.250,2.54,ci38484295
372514.810,2.62,ci37366860
372718.400,3.55,ci38484311
372949.240,2.59,ci38484327
373340.890,2.55,ci38484367
373948.080,2.88,ci38484479
375153.280,2.51,ci38484599
375488.640,2.57,ci38484615
375602.410,3.9,ci38484631
378020.930,2.69,ci38484919
379048.070,2.72,ci38485087
380227.340,2.66,ci38485271
381430.970,3.5,ci38485391
382282.890,2.75,ci38485487
384252.700,2.8,ci38485711
386602.590,3.16,ci38486063
386748.190,2.9,ci38486087
387296.180,2.98,ci38486199
387902.810,2.75,ci38486295
389258.750,2.6,ci38486535
389697.890,3.47,ci38486591
390088.510,3.18,ci38486639
391116.410,2.64,ci38486807
391358.170,3.1,ci38486831
392368.610,2.6,ci38486959
392628.910,2.64,ci38487015
394146.720,2.7,ci38487231
394746.980,2.6,ci38487351
395899.180,3.15,ci38487519
396559.660,2.82,ci38487615
397640.170,2.61,ci38487807
397861.380,3.26,ci38487839
399174.720,2.58,ci38488095
401747.970,2.61,ci38488519
403468.280,3.83,ci38488719
403755.380,2.51,ci37369300
403797.580,3.48,ci38488767
403892.450,2.71,ci38488783
404112.080,2.56,ci38488815
404556.650,2.88,ci38488879
404573.150,2.94,ci38488887
405068.670,3.03,ci38488975
405926.130,2.78,ci38489103
406510.350,2.57,ci38489183
406954.090,2.55,ci38489271
407103.380,2.56,ci38489311
408595.450,2.53,ci37486301
408603.450,2.55,ci38489543
409682.600,2.78,ci38489711
409801.470,3.52,ci38489727
409848.540,2.88,ci38489735
410027.170,3.81,ci38489751
410634.630,3.02,ci38489847
411019.710,3.23,ci38489903
411657.730,2.96,ci38490007
411687.180,2.91,ci38490015
416721.870,2.96,ci38490727
416876.560,2.77,ci38490759
419394.770,2.72,ci38491215
420135.630,2.63,ci38491343
420574.390,2.81,ci38491423
421558.710,2.66,ci38491655
423216.980,2.63,ci38491879
424133.400,2.89,ci38492015
425929.260,3.15,ci38492271
426339.650,2.61,ci38492343
426349.020,2.9,ci37367164
426983.720,2.67,ci38492423
428260.960,3.37,ci38492599
429821.570,3.31,ci38492831
431458.890,2.67,ci38493071
432001.000,3.22,ci38493191
432007.060,3.01,ci37265084
433218.830,2.77,ci38493407
435450.690,3.06,ci38493743
436870.510,2.53,ci38494055
437306.320,2.73,ci38494127
438118.150,2.58,ci38494263
446574.020,3.56,ci38495767
448331.320,2.94,ci38496079
451065.790,2.58,ci38496551
451513.850,2.74,ci38496647
451695.760,2.98,ci38496663
452715.750,2.84,ci38496855
453226.230,2.8,ci38496927
453244.490,2.79,ci38496935
453948.700,2.52,ci38497063
455050.890,3.06,ci38497239
455786.640,2.67,ci38497375
456027.600,2.54,ci38497431
457260.430,2.6,ci38497687
457456.270,3.1,ci38497719
460446.300,2.79,ci38498375
460484.370,2.53,ci38498383
461851.570,3.58,ci38498615
461888.350,2.93,ci38498623
461946.760,2.5,ci38498631
462226.920,3.21,ci38498647
463798.460,2.84,ci38498903
465075.400,3.21,ci38499159
